
Fracture Case
Snakebite Case
Clutch Case
Sticker | Evil Geniuses | 2020 RMR
Sawed-Off | Copper (Well-Worn)
★ Huntsman Knife | Damascus Steel (Well-Worn)
★ Bowie Knife | Scorched (Field-Tested)
G3SG1 | The Executioner (Minimal Wear)
★ Falchion Knife | Crimson Web (Minimal Wear)
★ Bayonet | Safari Mesh (Field-Tested)
★ Driver Gloves | Black Tie (Well-Worn)
★ Bloodhound Gloves | Snakebite (Battle-Scarred)
Sticker | pita (Foil) | Cologne 2016
Sealed Graffiti | Recoil PP-Bizon (SWAT Blue)
StatTrak™ M4A4 | The Battlestar (Well-Worn)
★ StatTrak™ Falchion Knife | Marble Fade (Factory New)
Sticker | DeadFox (Gold) | Katowice 2019
Sticker | wayLander (Foil) | Atlanta 2017
★ Bowie Knife | Safari Mesh (Field-Tested)
StatTrak™ Nova | Clear Polymer (Battle-Scarred)
★ Huntsman Knife | Black Laminate (Battle-Scarred)
★ Gut Knife | Blue Steel (Battle-Scarred)
★ Classic Knife | Blue Steel (Field-Tested)
★ Flip Knife | Case Hardened (Field-Tested)
StatTrak™ Glock-18 | Wasteland Rebel (Battle-Scarred)
★ Karambit | Ultraviolet (Field-Tested)
★ Moto Gloves | Turtle (Minimal Wear)
★ Skeleton Knife | Forest DDPAT (Field-Tested)
Sustenance! Pin
Music Kit | Freaky DNA, Vici
StatTrak™ FAMAS | Eye of Athena (Battle-Scarred)
Souvenir Glock-18 | Nuclear Garden (Battle-Scarred)
StatTrak™ M4A1-S | Golden Coil (Factory New)
Souvenir MAG-7 | Bulldozer (Well-Worn)
XM1014 | Blaze Orange (Well-Worn)
StatTrak™ P250 | Red Rock (Minimal Wear)
★ Navaja Knife | Forest DDPAT (Minimal Wear)
★ Shadow Daggers | Lore (Field-Tested)
★ Bayonet | Black Laminate (Field-Tested)
★ Survival Knife | Case Hardened (Battle-Scarred)
★ Shadow Daggers | Black Laminate (Minimal Wear)
★ Huntsman Knife | Stained (Field-Tested)
★ Gut Knife | Slaughter (Factory New)
Sticker | ShahZaM (Gold) | Katowice 2019
★ Classic Knife | Night Stripe (Field-Tested)
★ StatTrak™ Huntsman Knife | Forest DDPAT (Field-Tested)
★ Ursus Knife | Urban Masked (Battle-Scarred)
StatTrak™ P90 | Death Grip (Factory New)
CZ75-Auto | The Fuschia Is Now (Well-Worn)
AK-47 | Fuel Injector (Factory New)
Sticker | KSCERATO (Gold) | Berlin 2019
StatTrak™ M4A4 | In Living Color (Well-Worn)
★ Gut Knife | Case Hardened (Minimal Wear)
★ Huntsman Knife | Case Hardened (Field-Tested)
★ Specialist Gloves | Buckshot (Battle-Scarred)
★ Ursus Knife | Forest DDPAT (Field-Tested)
★ Moto Gloves | Smoke Out (Battle-Scarred)
StatTrak™ AWP | Oni Taiji (Field-Tested)
AK-47 | Black Laminate (Factory New)
★ Paracord Knife | Slaughter (Minimal Wear)
Sticker | aizy (Foil) | Atlanta 2017
★ Talon Knife | Ultraviolet (Battle-Scarred)
StatTrak™ USP-S | Kill Confirmed (Well-Worn)
StatTrak™ P2000 | Fire Elemental (Factory New)
★ Karambit | Tiger Tooth (Factory New)
★ M9 Bayonet
★ Navaja Knife | Boreal Forest (Well-Worn)
Souvenir AK-47 | Black Laminate (Well-Worn)
Glock-18 | Twilight Galaxy (Field-Tested)
★ Ursus Knife | Stained (Well-Worn)
Sealed Graffiti | Recoil AWP (Tracer Yellow)
StatTrak™ MAC-10 | Curse (Battle-Scarred)
Souvenir Nova | Interlock (Minimal Wear)
Sticker | flamie (Foil) | Atlanta 2017
★ M9 Bayonet | Case Hardened (Well-Worn)
★ Navaja Knife | Night Stripe (Field-Tested)
FAMAS | Spitfire (Factory New)
★ StatTrak™ Falchion Knife | Ultraviolet (Field-Tested)
★ Ursus Knife | Ultraviolet (Field-Tested)
StatTrak™ AWP | Wildfire (Well-Worn)
★ StatTrak™ Gut Knife | Lore (Field-Tested)
★ Falchion Knife | Forest DDPAT (Minimal Wear)
★ Huntsman Knife | Ultraviolet (Battle-Scarred)
★ StatTrak™ Navaja Knife | Safari Mesh (Field-Tested)
★ Falchion Knife | Urban Masked (Battle-Scarred)
★ StatTrak™ Survival Knife | Urban Masked (Field-Tested)
★ StatTrak™ Shadow Daggers | Stained (Field-Tested)
★ StatTrak™ Shadow Daggers | Scorched (Field-Tested)
★ StatTrak™ Shadow Daggers | Stained (Field-Tested)
★ StatTrak™ Shadow Daggers | Scorched (Field-Tested)
Sticker | karrigan (Gold) | London 2018
★ StatTrak™ Huntsman Knife | Ultraviolet (Field-Tested)
Sticker | VINI (Gold) | Rio 2022
★ Shadow Daggers | Urban Masked (Minimal Wear)
★ Hand Wraps | Spruce DDPAT (Battle-Scarred)
★ Survival Knife | Forest DDPAT (Minimal Wear)
★ Bayonet | Case Hardened (Battle-Scarred)
★ Survival Knife | Case Hardened (Field-Tested)
★ Bayonet | Freehand (Field-Tested)
★ StatTrak™ Shadow Daggers | Forest DDPAT (Field-Tested)
Sticker | freakazoid (Foil) | Cologne 2015
★ Classic Knife | Urban Masked (Minimal Wear)
Sticker | NEO (Foil) | Cluj-Napoca 2015
Sticker | waterfaLLZ (Gold) | London 2018
★ Classic Knife | Forest DDPAT (Field-Tested)
★ Ursus Knife | Case Hardened (Battle-Scarred)
Sticker | kioShiMa (Gold) | Katowice 2019
Sticker | Zeus (Gold) | London 2018
StatTrak™ AK-47 | Leet Museo (Factory New)
★ StatTrak™ Bowie Knife | Slaughter (Factory New)
Sticker | JW (Gold) | Katowice 2019
Sticker | sk0R (Gold) | Rio 2022
Sticker | NiKo (Gold) | Katowice 2019
Sticker | tiziaN (Gold) | Katowice 2019
Souvenir M4A1-S | Master Piece (Well-Worn)
StatTrak™ M4A1-S | Golden Coil (Battle-Scarred)
Sticker | GruBy | Cluj-Napoca 2015
★ Survival Knife | Blue Steel (Well-Worn)
Sticker | felps (Gold) | Katowice 2019
Souvenir MP7 | Gunsmoke (Factory New)
StatTrak™ AWP | Wildfire (Battle-Scarred)
Sticker | kioShiMa (Gold) | Krakow 2017
Souvenir Sawed-Off | Snake Camo (Factory New)
Sticker | Kvik (Gold) | Katowice 2019
Sticker | Patsi (Gold) | Rio 2022
Sticker | tarik (Foil) | MLG Columbus 2016
SSG 08 | Sand Dune (Factory New)
Sawed-Off | Orange DDPAT (Factory New)
Souvenir Sawed-Off | Irradiated Alert (Factory New)
Souvenir MAC-10 | Gold Brick (Factory New)
★ Shadow Daggers | Ultraviolet (Well-Worn)
★ Flip Knife | Boreal Forest (Battle-Scarred)
StatTrak™ MAC-10 | Tatter (Battle-Scarred)
StatTrak™ AUG | Momentum (Factory New)
StatTrak™ FAMAS | Commemoration (Well-Worn)
Sticker | North (Foil) | Boston 2018
StatTrak™ AK-47 | Neon Rider (Factory New)
Sticker | Brehze (Gold) | Berlin 2019
★ Ursus Knife | Marble Fade (Factory New)
Souvenir Desert Eagle | Mudder (Field-Tested)
Sticker | Shara (Foil) | Cologne 2016
StatTrak™ USP-S | Printstream (Minimal Wear)
Souvenir M4A1-S | Master Piece (Minimal Wear)
Souvenir SG 553 | Integrale (Battle-Scarred)
★ Falchion Knife | Damascus Steel (Field-Tested)
★ Falchion Knife | Forest DDPAT (Battle-Scarred)
StatTrak™ Desert Eagle | Heirloom (Well-Worn)
★ StatTrak™ Ursus Knife | Ultraviolet (Field-Tested)
Souvenir Desert Eagle | Fennec Fox (Field-Tested)
Souvenir MAC-10 | Gold Brick (Minimal Wear)
★ Flip Knife | Damascus Steel (Minimal Wear)
★ StatTrak™ Bowie Knife | Bright Water (Factory New)
★ Falchion Knife | Lore (Factory New)
★ Bowie Knife | Black Laminate (Battle-Scarred)
★ Shadow Daggers | Lore (Battle-Scarred)
★ Huntsman Knife | Black Laminate (Field-Tested)
★ Bowie Knife | Black Laminate (Well-Worn)
Nova | Interlock (Battle-Scarred)
★ Falchion Knife | Autotronic (Battle-Scarred)
Nova | Quick Sand (Well-Worn)
MP9 | Music Box (Battle-Scarred)
MAC-10 | Amber Fade (Well-Worn)
★ Shadow Daggers | Case Hardened (Minimal Wear)
StatTrak™ XM1014 | Incinegator (Well-Worn)
Warhammer 40,000 Sticker Capsule
★ Classic Knife | Urban Masked (Field-Tested)
StatTrak™ AK-47 | Case Hardened (Battle-Scarred)
Sealed Graffiti | Recoil UMP-45 (Desert Amber)
Glock-18 | Franklin (Well-Worn)
★ Specialist Gloves | Marble Fade (Battle-Scarred)
Sealed Graffiti | Recoil MP7 (Bazooka Pink)
Sealed Graffiti | Recoil AK-47 (Wire Blue)
Sealed Graffiti | Recoil MP9 (Battle Green)
Sealed Graffiti | Recoil M4A4 (Shark White)
★ Moto Gloves | Finish Line (Well-Worn)
★ Driver Gloves | Rezan the Red (Well-Worn)
★ Broken Fang Gloves | Unhinged (Well-Worn)
MAC-10 | Hot Snakes (Well-Worn)
MAC-10 | Hot Snakes (Minimal Wear)
FAMAS | Prime Conspiracy (Battle-Scarred)
StatTrak™ Nova | Clear Polymer (Factory New)
AWP | Silk Tiger (Minimal Wear)
StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred)
★ Butterfly Knife | Case Hardened (Minimal Wear)
StatTrak™ Desert Eagle | Printstream (Factory New)
Souvenir XM1014 | Blue Steel (Minimal Wear)
★ StatTrak™ Paracord Knife | Slaughter (Factory New)
★ Paracord Knife | Safari Mesh (Minimal Wear)
StatTrak™ Nova | Clear Polymer (Factory New)
AWP | Silk Tiger (Minimal Wear)
StatTrak™ Glock-18 | Neo-Noir (Battle-Scarred)
★ Butterfly Knife | Case Hardened (Minimal Wear)
StatTrak™ Desert Eagle | Printstream (Factory New)
Souvenir XM1014 | Blue Steel (Minimal Wear)
★ StatTrak™ Paracord Knife | Slaughter (Factory New)
★ Paracord Knife | Safari Mesh (Minimal Wear)
★ Survival Knife | Forest DDPAT (Well-Worn)
★ Nomad Knife | Case Hardened (Battle-Scarred)
★ Paracord Knife | Stained (Battle-Scarred)
★ Nomad Knife | Slaughter (Factory New)
★ Nomad Knife | Case Hardened (Minimal Wear)
★ Paracord Knife | Stained (Field-Tested)
★ Skeleton Knife | Case Hardened (Well-Worn)
SCAR-20 | Brass (Factory New)
FAMAS | Sundown (Battle-Scarred)
AUG | Midnight Lily (Minimal Wear)
Glock-18 | Synth Leaf (Field-Tested)
★ Paracord Knife | Case Hardened (Field-Tested)
MAC-10 | Red Filigree (Minimal Wear)
★ Paracord Knife | Crimson Web (Field-Tested)
Souvenir MP7 | Orange Peel (Factory New)
★ Classic Knife | Case Hardened (Battle-Scarred)
★ Classic Knife | Safari Mesh (Battle-Scarred)
★ Classic Knife
Souvenir MAG-7 | Bulldozer (Minimal Wear)
Souvenir Desert Eagle | Urban Rubble (Battle-Scarred)
Sticker | Forester (Gold) | Berlin 2019
Sticker | ropz (Gold) | Berlin 2019
Sticker | frozen (Gold) | Berlin 2019
★ StatTrak™ Navaja Knife | Ultraviolet (Minimal Wear)
★ StatTrak™ Talon Knife | Doppler (Factory New)
★ Stiletto Knife | Ultraviolet (Field-Tested)
Sticker | RpK (Gold) | Katowice 2019
Sticker | KrizzeN (Gold) | Katowice 2019
Sticker | n0rb3r7 (Gold) | Katowice 2019
Sticker | rain (Gold) | Katowice 2019
Sticker | crush (Gold) | Katowice 2019
Sticker | f0rest (Gold) | Katowice 2019
Sticker | sdy (Gold) | Katowice 2019
Sticker | jR (Gold) | Katowice 2019
Sticker | VINI (Gold) | Katowice 2019
Sticker | bodyy (Gold) | Katowice 2019
Sticker | olofmeister (Gold) | Katowice 2019
Sticker | XANTARES (Gold) | Katowice 2019
Sticker | Aleksib (Gold) | Katowice 2019
Sticker | Xyp9x (Gold) | Katowice 2019
Sticker | fitch (Gold) | Katowice 2019
Sticker | Hobbit (Gold) | Katowice 2019
Sticker | Liazz (Gold) | Katowice 2019
Sticker | dexter (Gold) | Katowice 2019
Sticker | Brollan (Gold) | Katowice 2019
StatTrak™ AK-47 | Case Hardened (Factory New)
★ StatTrak™ Navaja Knife | Slaughter (Factory New)
Souvenir SSG 08 | Tropical Storm (Factory New)
Sticker | woxic (Gold) | London 2018
Sticker | jkaem (Gold) | London 2018
Sticker | AZR (Gold) | London 2018
Sticker | Twistzz (Foil) | London 2018
Sticker | v4lde (Foil) | London 2018
Sticker | device (Foil) | London 2018
★ Navaja Knife | Crimson Web (Battle-Scarred)
★ StatTrak™ Navaja Knife | Forest DDPAT (Field-Tested)
★ Navaja Knife | Safari Mesh (Battle-Scarred)
★ Navaja Knife | Boreal Forest (Battle-Scarred)
★ Talon Knife | Case Hardened (Field-Tested)
★ Navaja Knife | Blue Steel (Battle-Scarred)
★ Ursus Knife | Case Hardened (Field-Tested)
★ M9 Bayonet | Tiger Tooth (Factory New)
Souvenir P250 | Nuclear Threat (Field-Tested)
★ Driver Gloves | Imperial Plaid (Battle-Scarred)
Sticker | Summer (Foil) | Boston 2018
Sticker | Karsa (Foil) | Boston 2018
Sticker | Jame (Foil) | Boston 2018
Sticker | RpK (Foil) | Boston 2018
Sticker | kNgV- (Foil) | Boston 2018
Sticker | ScreaM (Foil) | Boston 2018
Sticker | wayLander (Foil) | Boston 2018
★ StatTrak™ Shadow Daggers | Boreal Forest (Field-Tested)
Sticker | Flipsid3 Tactics (Foil) | Krakow 2017
StatTrak™ P2000 | Woodsman (Well-Worn)
StatTrak™ P250 | Red Rock (Battle-Scarred)
★ StatTrak™ Shadow Daggers | Ultraviolet (Minimal Wear)
StatTrak™ G3SG1 | The Executioner (Minimal Wear)
★ StatTrak™ Shadow Daggers | Marble Fade (Factory New)
★ Huntsman Knife | Damascus Steel (Minimal Wear)
AK-47 | Fire Serpent (Field-Tested)
Sticker | k0nfig (Foil) | Atlanta 2017
Sticker | apEX (Foil) | Atlanta 2017
Sticker | device (Foil) | Atlanta 2017
Sticker | GuardiaN (Foil) | Atlanta 2017
Sticker | fox (Foil) | Atlanta 2017
Sticker | denis (Foil) | Atlanta 2017
Sticker | coldzera (Foil) | Atlanta 2017
Sticker | DeadFox (Foil) | Atlanta 2017
Sticker | NiKo (Foil) | Atlanta 2017
Sticker | RUSH (Foil) | Atlanta 2017
Sticker | Spiidi | Atlanta 2017
★ Hand Wraps | Leather (Well-Worn)
Sticker | k0nfig (Foil) | Cologne 2016
Sticker | fnx (Foil) | Cologne 2016
Sticker | AdreN (Foil) | Cologne 2016
Sticker | DEVIL (Foil) | Cologne 2016
Sticker | RpK (Foil) | Cologne 2016
Sticker | s1mple (Foil) | Cologne 2016
Sticker | daps (Foil) | Cologne 2016
★ Flip Knife | Freehand (Field-Tested)
★ Flip Knife | Bright Water (Factory New)
★ Gut Knife | Freehand (Factory New)
★ StatTrak™ Gut Knife | Freehand (Field-Tested)
★ Gut Knife | Black Laminate (Well-Worn)
Sticker | shroud (Foil) | MLG Columbus 2016
Sticker | jasonR (Foil) | MLG Columbus 2016
★ Bowie Knife | Case Hardened (Field-Tested)
Sticker | Countdown (Foil)
Sticker | DavCost | Cluj-Napoca 2015
Sticker | NBK- (Foil) | Cluj-Napoca 2015
Sticker | adreN (Foil) | Cluj-Napoca 2015
Sticker | reltuC (Foil) | Cluj-Napoca 2015
Sticker | Pimp (Foil) | Cluj-Napoca 2015
Sticker | FNS (Foil) | Cluj-Napoca 2015
Sticker | Cloud9 (Foil) | Cluj-Napoca 2015
★ StatTrak™ Shadow Daggers | Forest DDPAT (Minimal Wear)
★ StatTrak™ Shadow Daggers | Night (Field-Tested)
★ StatTrak™ Shadow Daggers | Fade (Factory New)
★ Shadow Daggers | Urban Masked (Well-Worn)
★ Shadow Daggers | Stained (Well-Worn)
MAC-10 | Commuter (Factory New)
★ Falchion Knife | Crimson Web (Battle-Scarred)
★ StatTrak™ Falchion Knife | Safari Mesh (Field-Tested)
★ Falchion Knife | Case Hardened (Battle-Scarred)
P250 | Crimson Kimono (Well-Worn)
G3SG1 | Chronos (Field-Tested)
MP9 | Pandora's Box (Field-Tested)
MP7 | Full Stop (Well-Worn)
Dual Berettas | Duelist (Minimal Wear)
Sticker | Counter Logic Gaming (Foil) | Katowice 2015
★ StatTrak™ Gut Knife | Damascus Steel (Minimal Wear)
★ StatTrak™ Gut Knife | Doppler (Minimal Wear)
★ StatTrak™ Gut Knife | Marble Fade (Factory New)
★ Bayonet | Ultraviolet (Minimal Wear)
ESL One Cologne 2014 Mirage Souvenir Package
★ Butterfly Knife | Scorched (Field-Tested)
★ Butterfly Knife | Urban Masked (Field-Tested)
★ Butterfly Knife | Forest DDPAT (Field-Tested)
Souvenir M249 | Gator Mesh (Field-Tested)
Souvenir P2000 | Granite Marbleized (Battle-Scarred)
Souvenir Dual Berettas | Stained (Field-Tested)
★ StatTrak™ Huntsman Knife | Blue Steel (Minimal Wear)
★ Huntsman Knife | Crimson Web (Minimal Wear)
★ Huntsman Knife | Urban Masked (Battle-Scarred)
★ Huntsman Knife | Case Hardened (Battle-Scarred)
★ Huntsman Knife | Blue Steel (Well-Worn)
Sticker | ESL Skull (Foil) | Katowice 2014
Sticker | Clan-Mystik | Katowice 2014
StatTrak™ Nova | Antique (Field-Tested)
StatTrak™ CZ75-Auto | Crimson Web (Factory New)
★ Gut Knife | Scorched (Well-Worn)
★ Gut Knife | Scorched (Minimal Wear)
★ Bayonet
★ StatTrak™ Gut Knife | Slaughter (Minimal Wear)
StatTrak™ AK-47 | Red Laminate (Well-Worn)
★ Flip Knife | Scorched (Battle-Scarred)
★ Karambit | Blue Steel (Field-Tested)
★ Gut Knife | Case Hardened (Field-Tested)
StatTrak™ Sawed-Off | The Kraken (Field-Tested)
★ Gut Knife | Stained (Minimal Wear)
★ M9 Bayonet | Safari Mesh (Field-Tested)
StatTrak™ Glock-18 | Dragon Tattoo (Minimal Wear)
★ Bayonet | Safari Mesh (Minimal Wear)
StatTrak™ USP-S | Overgrowth (Well-Worn)
★ M9 Bayonet | Slaughter (Minimal Wear)
★ Bayonet | Night (Field-Tested)
P90 | Fallout Warning (Factory New)
Negev | Palm (Factory New)
FAMAS | Afterimage (Well-Worn)
XM1014 | Grassland (Factory New)
M4A4 | Jungle Tiger (Factory New)
Sawed-Off | Orange DDPAT (Well-Worn)
Souvenir AK-47 | Panthera onca (Battle-Scarred)
StatTrak™ MAC-10 | Stalker (Minimal Wear)
Sticker | G2 Esports (Foil) | Atlanta 2017
StatTrak™ FAMAS | Eye of Athena (Well-Worn)
StatTrak™ SG 553 | Colony IV (Factory New)
StatTrak™ Glock-18 | Snack Attack (Factory New)
Sticker | electronic (Gold) | Rio 2022
Health Pin
StatTrak™ SSG 08 | Bloodshot (Well-Worn)
★ Bowie Knife | Lore (Field-Tested)
★ Driver Gloves | Imperial Plaid (Well-Worn)
★ Sport Gloves | Nocts (Minimal Wear)
★ Nomad Knife | Stained (Battle-Scarred)
Souvenir Tec-9 | Red Quartz (Minimal Wear)
Sticker | BIG (Foil) | London 2018
★ Paracord Knife | Urban Masked (Minimal Wear)
StatTrak™ AK-47 | Jaguar (Well-Worn)
Galil AR | CAUTION! (Well-Worn)
StatTrak™ USP-S | Kill Confirmed (Factory New)
Galil AR | Orange DDPAT (Factory New)
Souvenir Galil AR | CAUTION! (Factory New)
AWP | Silk Tiger (Battle-Scarred)
Souvenir Galil AR | CAUTION! (Field-Tested)
StatTrak™ MAC-10 | Toybox (Factory New)
Sticker | mousesports (Foil) | Boston 2018
★ Gut Knife | Lore (Factory New)
★ Huntsman Knife | Doppler (Minimal Wear)
StatTrak™ PP-Bizon | Judgement of Anubis (Well-Worn)
★ M9 Bayonet | Autotronic (Field-Tested)
★ Driver Gloves | Lunar Weave (Battle-Scarred)
★ Huntsman Knife | Urban Masked (Well-Worn)
★ Bayonet | Slaughter (Minimal Wear)
StatTrak™ Desert Eagle | Code Red (Minimal Wear)
★ Huntsman Knife | Stained (Field-Tested)
★ StatTrak™ Huntsman Knife | Fade (Factory New)
★ Flip Knife | Forest DDPAT (Field-Tested)
★ Specialist Gloves | Forest DDPAT (Battle-Scarred)
★ Moto Gloves | Boom! (Minimal Wear)
StatTrak™ AK-47 | Cartel (Well-Worn)
StatTrak™ XM1014 | Incinegator (Minimal Wear)
★ StatTrak™ Talon Knife | Marble Fade (Factory New)
AK-47 | X-Ray (Battle-Scarred)
★ Karambit
★ Huntsman Knife | Case Hardened (Field-Tested)
P90 | Emerald Dragon (Well-Worn)
AK-47 | Jaguar (Factory New)
Souvenir USP-S | Ancient Visions (Well-Worn)
Five-SeveN | Crimson Blossom (Field-Tested)
★ StatTrak™ Huntsman Knife | Autotronic (Field-Tested)
StatTrak™ AK-47 | Leet Museo (Minimal Wear)
★ Classic Knife | Forest DDPAT (Battle-Scarred)
★ Ursus Knife | Safari Mesh (Well-Worn)
★ Ursus Knife | Fade (Factory New)
★ Flip Knife | Freehand (Factory New)
★ Survival Knife | Slaughter (Factory New)
★ StatTrak™ Huntsman Knife | Blue Steel (Well-Worn)
Sticker | pashaBiceps (Foil) | Atlanta 2017
Souvenir AK-47 | Panthera onca (Well-Worn)
Sticker | HEN1 (Foil) | Boston 2018
★ M9 Bayonet | Freehand (Factory New)
StatTrak™ M4A1-S | Player Two (Factory New)
★ Moto Gloves | Blood Pressure (Well-Worn)
★ StatTrak™ Survival Knife
★ Navaja Knife | Stained (Battle-Scarred)
Sticker | Xizt (Gold) | London 2018
Sticker | Harp of War (Holo)
★ StatTrak™ Shadow Daggers | Damascus Steel (Factory New)
MP7 | Full Stop (Battle-Scarred)
★ StatTrak™ Survival Knife | Boreal Forest (Field-Tested)
StatTrak™ M4A1-S | Player Two (Well-Worn)
★ Huntsman Knife | Slaughter (Field-Tested)
★ Nomad Knife | Night Stripe (Field-Tested)
★ Talon Knife
StatTrak™ SSG 08 | Dragonfire (Battle-Scarred)
Sealed Graffiti | Recoil XM1014 (Desert Amber)
★ Shadow Daggers | Forest DDPAT (Minimal Wear)
★ StatTrak™ Navaja Knife | Urban Masked (Field-Tested)
★ Driver Gloves | Queen Jaguar (Battle-Scarred)
Souvenir UMP-45 | Fade (Minimal Wear)
★ Hand Wraps | Desert Shamagh (Well-Worn)
★ Bloodhound Gloves | Charred (Battle-Scarred)
★ Bayonet | Forest DDPAT (Field-Tested)
★ Shadow Daggers | Black Laminate (Factory New)
SCAR-20 | Palm (Factory New)
★ Gut Knife | Boreal Forest (Field-Tested)
★ Stiletto Knife | Case Hardened (Minimal Wear)
StatTrak™ AK-47 | Neon Rider (Well-Worn)
StatTrak™ MAC-10 | Stalker (Battle-Scarred)
★ Bayonet | Autotronic (Field-Tested)
SSG 08 | Mayan Dreams (Factory New)
Negev | Infrastructure (Battle-Scarred)
AK-47 | Jet Set (Well-Worn)
★ StatTrak™ Huntsman Knife | Crimson Web (Field-Tested)
Sticker | HellRaisers | Katowice 2014
Souvenir Desert Eagle | Hand Cannon (Field-Tested)
Sticker | Spiidi (Foil) | Atlanta 2017
★ Flip Knife | Ultraviolet (Field-Tested)
Souvenir M4A1-S | Master Piece (Well-Worn)
★ Falchion Knife | Lore (Minimal Wear)
★ Navaja Knife | Blue Steel (Well-Worn)
StatTrak™ AK-47 | Vulcan (Minimal Wear)
★ StatTrak™ Shadow Daggers | Slaughter (Factory New)
Souvenir Five-SeveN | Silver Quartz (Field-Tested)
Sticker | tarik (Foil) | Atlanta 2017
★ StatTrak™ Gut Knife | Case Hardened (Field-Tested)
★ Specialist Gloves | Emerald Web (Field-Tested)
StatTrak™ AK-47 | Case Hardened (Well-Worn)
AK-47 | Panthera onca (Well-Worn)
★ Flip Knife | Case Hardened (Battle-Scarred)
Sticker | AdreN (Foil) | Krakow 2017
StatTrak™ Desert Eagle | Code Red (Factory New)
★ StatTrak™ Gut Knife | Bright Water (Factory New)
StatTrak™ MAC-10 | Stalker (Well-Worn)
Sticker | gade (Gold) | London 2018
★ StatTrak™ Navaja Knife | Crimson Web (Field-Tested)
★ Flip Knife | Urban Masked (Field-Tested)
Souvenir Five-SeveN | Silver Quartz (Minimal Wear)
StatTrak™ USP-S | Serum (Field-Tested)
★ Talon Knife | Blue Steel (Field-Tested)
★ Karambit | Boreal Forest (Field-Tested)
Souvenir Glock-18 | Reactor (Factory New)
★ Huntsman Knife | Bright Water (Minimal Wear)
★ Gut Knife | Crimson Web (Battle-Scarred)
Souvenir Galil AR | CAUTION! (Well-Worn)
Souvenir Desert Eagle | Fennec Fox (Minimal Wear)
★ StatTrak™ Falchion Knife | Night (Field-Tested)
★ Falchion Knife | Freehand (Factory New)
★ Shadow Daggers | Autotronic (Battle-Scarred)
★ Falchion Knife | Black Laminate (Minimal Wear)
★ Falchion Knife | Autotronic (Minimal Wear)
★ Bowie Knife | Freehand (Factory New)
★ Bowie Knife | Bright Water (Minimal Wear)
★ Shadow Daggers | Black Laminate (Well-Worn)
SG 553 | Hazard Pay (Minimal Wear)
★ Falchion Knife | Freehand (Field-Tested)
G3SG1 | New Roots (Well-Worn)
SSG 08 | Death Strike (Field-Tested)
SG 553 | Desert Blossom (Battle-Scarred)
★ M9 Bayonet | Case Hardened (Field-Tested)
★ Karambit | Freehand (Minimal Wear)
CZ75-Auto | Emerald Quartz (Factory New)
★ Bowie Knife | Marble Fade (Minimal Wear)
★ Broken Fang Gloves | Needle Point (Factory New)
Sealed Graffiti | Recoil AWP (Shark White)
★ Moto Gloves | Smoke Out (Well-Worn)
Sealed Graffiti | Recoil MAC-10 (Violent Violet)
Sealed Graffiti | Recoil M4A4 (Monarch Blue)
★ Sport Gloves | Slingshot (Battle-Scarred)
★ Specialist Gloves | Lt. Commander (Minimal Wear)
Sealed Graffiti | Recoil MP7 (Blood Red)
UMP-45 | Crime Scene (Battle-Scarred)
MP9 | Bulldozer (Well-Worn)
StatTrak™ AK-47 | Bloodsport (Minimal Wear)
AK-47 | First Class (Factory New)
★ Bayonet | Boreal Forest (Battle-Scarred)
★ Paracord Knife | Scorched (Field-Tested)
★ Nomad Knife | Scorched (Field-Tested)
★ Paracord Knife | Crimson Web (Battle-Scarred)
★ Survival Knife | Blue Steel (Field-Tested)
★ StatTrak™ Paracord Knife | Forest DDPAT (Field-Tested)
★ Paracord Knife | Stained (Well-Worn)
Glock-18 | Synth Leaf (Battle-Scarred)
StatTrak™ Tec-9 | Decimator (Minimal Wear)
★ StatTrak™ Classic Knife | Slaughter (Factory New)
★ Classic Knife | Blue Steel (Minimal Wear)
★ Classic Knife | Slaughter (Minimal Wear)
Sticker | Freeman (Gold) | Berlin 2019
★ StatTrak™ Stiletto Knife | Doppler (Factory New)
★ StatTrak™ Ursus Knife | Doppler (Factory New)
★ Ursus Knife | Damascus Steel (Field-Tested)
★ Talon Knife | Tiger Tooth (Factory New)
★ Stiletto Knife | Damascus Steel (Minimal Wear)
StatTrak™ SSG 08 | Blood in the Water (Minimal Wear)
Sticker | Aerial (Gold) | Katowice 2019
Sticker | xseveN (Gold) | Katowice 2019
Sticker | zhokiNg (Gold) | Katowice 2019
Sticker | autimatic (Gold) | Katowice 2019
Sticker | smooya (Gold) | Katowice 2019
Sticker | Kaze (Gold) | Katowice 2019
Sticker | gob b (Gold) | Katowice 2019
Sticker | TACO (Gold) | Katowice 2019
StatTrak™ M4A1-S | Guardian (Battle-Scarred)
Souvenir UMP-45 | Blaze (Minimal Wear)
Sticker | cajunb (Gold) | London 2018
Sticker | chopper (Gold) | London 2018
Sticker | MAJ3R (Gold) | London 2018
StatTrak™ Nova | Hyper Beast (Well-Worn)
Sticker | Dima (Gold) | London 2018
Sticker | Nifty (Gold) | London 2018
Sticker | XANTARES (Gold) | London 2018
Sticker | chrisJ (Gold) | London 2018
Sticker | niko (Foil)  | London 2018
Sticker | KRIMZ (Gold) | London 2018
★ Navaja Knife | Scorched (Battle-Scarred)
★ Stiletto Knife | Forest DDPAT (Battle-Scarred)
